"","svspp","NOAA_label","family","genus","species","taxonomic_rank","taxon","lme","fao","habitat","reference_habitat","feeding_mode","reference_feeding_mode","trophic_level","level_tl","reference_tl","body_shape","fin_shape","ar","level_ar","reference_ar","offspring_size","level_offspring_size","reference_offspring_size","spawning_type","reference_spawning_type","age_maturity","level_age_maturity","reference_age_maturity","fecundity","level_fecundity","reference_fecundity","l_inf","k","level_growth","reference_growth","max_obs_length","level_length_max","reference_length_max","age_max","level_age_max","reference_age_max","temperature","reference_temperature","w_inf","reference_w_inf","natural_mortality","reference_mortality","length_maturity","reference_length_maturity"
"104",44,"Anchoa hepsetus","Engraulidae","Anchoa","Anchoa hepsetus","S","Anchoa hepsetus",6,31,"pelagic","FroesePauly2018, OBIS2018","planktivorous","FroesePauly2018",3.34,"spe","FroesePauly2018","fusiform","forked",2.88,"spe","FroesePauly2018",0.842082112187634,"gen","FishLife","non-guarder","FroesePauly2018",0.571843296994501,"fam-ocean","FishLife",7430.55332512601,"fam-LME","FishLife",13.0933181788542,0.93019998379928,"gen-FAO","FishLife",15,"spe","FroesePauly2018",3,"gen-LME","FroesePauly2018",24.0575781051768,"FishLife",13.4937804487515,13.4937804487515,1.79802429970062,"FishLife",5.31856059089567,"FishLife"
"105",44,"Anchoa hepsetus","Engraulidae","Anchoa","Anchoa hepsetus","S","Anchoa hepsetus",7,21,"pelagic","FroesePauly2018, OBIS2018","planktivorous","FroesePauly2018",3.34,"spe","FroesePauly2018","fusiform","forked",2.88,"spe","FroesePauly2018",0.842082112187634,"gen","FishLife","non-guarder","FroesePauly2018",0.571843296994501,"fam-ocean","FishLife",7430.55332512601,"fam-LME","FishLife",13.0933181788542,0.93019998379928,"gen-LME","FishLife",15,"spe","FroesePauly2018",3,"gen-LME","FroesePauly2018",24.0575781051768,"FishLife",13.4937804487515,13.4937804487515,1.79802429970062,"FishLife",5.31856059089567,"FishLife"
"106",45,"Osmerus mordax",NA,NA,"Osmerus mordax",NA,NA,NA,NA,NA,NA,NA,NA,3.000010524606,NA,"FishLife",NA,NA,NA,NA,NA,0.959036083329707,NA,"0.959036083329707",NA,NA,3.95769771084678,NA,"FishLife",28507.6514430353,NA,"FishLife",29.2370435710827,0.31001170983354,NA,"FishLife",27.6042656584843,NA,"FishLife",NA,NA,NA,2.80457742171435,"FishLife",154.351281953573,154.351281953573,0.562895595811325,"FishLife",15.6301053245216,"FishLife"
"107",46,"Argentina silus","Argentinidae","Argentina","Argentina silus","S","Argentina silus",6,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.32,"spe","FroesePauly2018","fusiform","forked",1.48,"spe","FroesePauly2018",3.25,"spe","Wiedmann2014","non-guarder","FroesePauly2018",6.4,"spe-ocean","FroesePauly2019",10000,"spe-LME","Johansen1982",45,0.16,"spe-FAO","FroesePauly2018",70,"spe","FroesePauly2018",35,"spe","Heessen2015",6.62596814667957,"FishLife",761.45326181549,761.45326181549,0.360880456696002,"FishLife",24.3477251726169,"FishLife"
"108",46,"Argentina silus","Argentinidae","Argentina","Argentina silus","S","Argentina silus",6,31,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.32,"spe","FroesePauly2018","fusiform","forked",1.48,"spe","FroesePauly2018",3.25,"spe","Wiedmann2014","non-guarder","FroesePauly2018",6.4,"spe-ocean","FroesePauly2019",10000,"spe-LME","Johansen1982",46,0.17,"spe-ocean","FroesePauly2018",70,"spe","FroesePauly2018",35,"spe","Heessen2015",6.62596814667957,"FishLife",761.45326181549,761.45326181549,0.360880456696002,"FishLife",24.3477251726169,"FishLife"
"109",46,"Argentina silus","Argentinidae","Argentina","Argentina silus","S","Argentina silus",7,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.32,"spe","FroesePauly2018","fusiform","forked",1.48,"spe","FroesePauly2018",3.25,"spe","Wiedmann2014","non-guarder","FroesePauly2018",6.4,"spe-ocean","FroesePauly2019",10000,"spe-LME","Johansen1982",45,0.16,"spe-FAO","FroesePauly2018",70,"spe","FroesePauly2018",35,"spe","Heessen2015",6.62596814667957,"FishLife",761.45326181549,761.45326181549,0.360880456696002,"FishLife",24.3477251726169,"FishLife"
"110",46,"Argentina silus","Argentinidae","Argentina","Argentina silus","S","Argentina silus",8,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.32,"spe","FroesePauly2018","fusiform","forked",1.48,"spe","FroesePauly2018",3.25,"spe","Wiedmann2014","non-guarder","FroesePauly2018",6.4,"spe-ocean","FroesePauly2019",10000,"spe-LME","Johansen1982",45,0.16,"spe-FAO","FroesePauly2018",70,"spe","FroesePauly2018",35,"spe","Heessen2015",6.62596814667957,"FishLife",761.45326181549,761.45326181549,0.360880456696002,"FishLife",24.3477251726169,"FishLife"
"111",46,"Argentina silus","Argentinidae","Argentina","Argentina silus","S","Argentina silus",9,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.32,"spe","FroesePauly2018","fusiform","forked",1.48,"spe","FroesePauly2018",3.25,"spe","Wiedmann2014","non-guarder","FroesePauly2018",6.4,"spe-ocean","FroesePauly2019",10000,"spe-LME","Johansen1982",43,0.17,"spe-LME","FroesePauly2018",70,"spe","FroesePauly2018",35,"spe","Heessen2015",6.62596814667957,"FishLife",761.45326181549,761.45326181549,0.360880456696002,"FishLife",24.3477251726169,"FishLife"
"112",53,"Myctophum humboldti","Myctophidae","Myctophum","Myctophum punctatum","S","Myctophum punctatum",7,21,"bathypelagic","FroesePauly2018, OBIS2018","planktivorous","FroesePauly2018",3.39,"spe","FroesePauly2018","fusiform","forked",2.69,"spe","FroesePauly2018",0.564594766362707,"fam","FishLife","non-guarder","FroesePauly2018",2.09002956178795,"fam-ocean","FishLife",800,"spe","FroesePauly2018",10,0.23,"spe-ocean","FroesePauly2018",11,"spe","FroesePauly2018",5,"fam","FroesePauly2018",13.5298539067693,"FishLife",7.2203558785955,7.2203558785955,1.31662495768636,"FishLife",6.03133664037159,"FishLife"
"113",53,"Myctophum humboldti","Myctophidae","Myctophum","Myctophum punctatum","S","Myctophum punctatum",8,21,"bathypelagic","FroesePauly2018, OBIS2018","planktivorous","FroesePauly2018",3.39,"spe","FroesePauly2018","fusiform","forked",2.69,"spe","FroesePauly2018",0.564594766362707,"fam","FishLife","non-guarder","FroesePauly2018",2.09002956178795,"fam-ocean","FishLife",800,"spe","FroesePauly2018",10,0.23,"spe-ocean","FroesePauly2018",11,"spe","FroesePauly2018",5,"fam","FroesePauly2018",13.5298539067693,"FishLife",7.2203558785955,7.2203558785955,1.31662495768636,"FishLife",6.03133664037159,"FishLife"
"114",54,"Ceratoscopelus maderensis","Myctophidae","Ceratoscopelus","Ceratoscopelus maderensis","S","Ceratoscopelus maderensis",7,21,"bathypelagic","FroesePauly2018, OBIS2018","planktivorous","FroesePauly2018",3.05,"spe","FroesePauly2018","fusiform","forked",0.86,"spe","FroesePauly2018",0.566300609339228,"fam","FishLife","non-guarder","inferred from genus",0.955129734094408,"fam-ocean","FishLife",3917.59015750171,"fam","FishLife",8.58240384058351,1.2602030907003,"fam-FAO","FishLife",8,"spe","FroesePauly2018",5,"fam","FroesePauly2018",19.6563422778849,"FishLife",6.56498079675043,6.56498079675043,1.74169775705435,"FishLife",5.8492486991453,"FishLife"
"115",54,"Ceratoscopelus maderensis","Myctophidae","Ceratoscopelus","Ceratoscopelus maderensis","S","Ceratoscopelus maderensis",8,21,"bathypelagic","FroesePauly2018, OBIS2018","planktivorous","FroesePauly2018",3.05,"spe","FroesePauly2018","fusiform","forked",0.86,"spe","FroesePauly2018",0.566300609339228,"fam","FishLife","non-guarder","inferred from genus",0.955129734094408,"fam-ocean","FishLife",3917.59015750171,"fam","FishLife",8.58240384058351,1.2602030907003,"fam-FAO","FishLife",8,"spe","FroesePauly2018",5,"fam","FroesePauly2018",19.6563422778849,"FishLife",6.56498079675043,6.56498079675043,1.74169775705435,"FishLife",5.8492486991453,"FishLife"
"116",54,"Ceratoscopelus maderensis","Myctophidae","Ceratoscopelus","Ceratoscopelus maderensis","S","Ceratoscopelus maderensis",9,21,"bathypelagic","FroesePauly2018, OBIS2018","planktivorous","FroesePauly2018",3.05,"spe","FroesePauly2018","fusiform","forked",0.86,"spe","FroesePauly2018",0.566300609339228,"fam","FishLife","non-guarder","inferred from genus",0.955129734094408,"fam-ocean","FishLife",3917.59015750171,"fam","FishLife",8.58240384058351,1.2602030907003,"fam-LME","FishLife",8,"spe","FroesePauly2018",5,"fam","FroesePauly2018",19.6563422778849,"FishLife",6.56498079675043,6.56498079675043,1.74169775705435,"FishLife",5.8492486991453,"FishLife"
"117",57,"Hygophum taaningi","Myctophidae","Hygophum","Hygophum taaningi","S","Hygophum taaningi",7,21,"bathypelagic","FroesePauly2018, OBIS2018","planktivorous","FroesePauly2018",3.15,"spe","FroesePauly2018","fusiform","forked",0.7,"spe","FroesePauly2018",0.515012366040949,"gen","FishLife","non-guarder","FroesePauly2018",0.5,"spe","FroesePauly2019",479.302929497169,"fam","FishLife",4.85081226080913,1.06089369760827,"fam-FAO","FishLife",6,"spe","FroesePauly2018",5,"fam","FroesePauly2018",15.3373744810283,"FishLife",1.07575419362213,1.07575419362213,2.21993783659201,"FishLife",4.42548630324653,"FishLife"
"118",63,"Conger oceanicus","Congridae","Conger","Conger oceanicus","S","Conger oceanicus",6,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.5,"spe","FroesePauly2018","eel-like","pointed",1.25,"gen","FroesePauly2018",2.58,"spe","FroesePauly2018","non-guarder","FroesePauly2018",5.46574501636056,"gen","FishLife",768001.398277794,"gen-FAO","FishLife",136.951557624909,0.124351272336937,"gen-ocean","FishLife",230,"spe","FroesePauly2018",16.7,"gen-ocean","FroesePauly2018",12.1410423041276,"FishLife",12123.9403282244,12123.9403282244,0.206267419622958,"FishLife",46.4705084770078,"FishLife"
"119",63,"Conger oceanicus","Congridae","Conger","Conger oceanicus","S","Conger oceanicus",6,31,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.5,"spe","FroesePauly2018","eel-like","pointed",1.25,"gen","FroesePauly2018",2.58,"spe","FroesePauly2018","non-guarder","FroesePauly2018",5.46574501636056,"gen","FishLife",768001.398277794,"gen-FAO","FishLife",136.951557624909,0.124351272336937,"gen-ocean","FishLife",230,"spe","FroesePauly2018",16.7,"gen-ocean","FroesePauly2018",12.1410423041276,"FishLife",12123.9403282244,12123.9403282244,0.206267419622958,"FishLife",46.4705084770078,"FishLife"
"120",63,"Conger oceanicus","Congridae","Conger","Conger oceanicus","S","Conger oceanicus",7,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.5,"spe","FroesePauly2018","eel-like","pointed",1.25,"gen","FroesePauly2018",2.58,"spe","FroesePauly2018","non-guarder","FroesePauly2018",5.46574501636056,"gen","FishLife",768001.398277794,"gen-FAO","FishLife",136.951557624909,0.124351272336937,"gen-ocean","FishLife",230,"spe","FroesePauly2018",16.7,"gen-ocean","FroesePauly2018",12.1410423041276,"FishLife",12123.9403282244,12123.9403282244,0.206267419622958,"FishLife",46.4705084770078,"FishLife"
"121",63,"Conger oceanicus","Congridae","Conger","Conger oceanicus","S","Conger oceanicus",8,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.5,"spe","FroesePauly2018","eel-like","pointed",1.25,"gen","FroesePauly2018",2.58,"spe","FroesePauly2018","non-guarder","FroesePauly2018",5.46574501636056,"gen","FishLife",768001.398277794,"gen-FAO","FishLife",136.951557624909,0.124351272336937,"gen-ocean","FishLife",230,"spe","FroesePauly2018",16.7,"gen-ocean","FroesePauly2018",12.1410423041276,"FishLife",12123.9403282244,12123.9403282244,0.206267419622958,"FishLife",46.4705084770078,"FishLife"
"122",64,"Simenchelys parasiticus","Synaphobranchidae","Simenchelys","Simenchelys parasitica","S","Simenchelys parasitica",7,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.68,"spe","FroesePauly2018","eel-like","pointed",NA,"","",1.29727859674372,"fam","FishLife","non-guarder","FroesePauly2018",3.94918076438403,"","FishLife",47257.0212016146,"fam-ocean","FishLife",64.198280774995,0.210726023892281,"fam","FishLife",46,"spe-ocean","FroesePauly2018",NA,"","",10.2651574826363,"FishLife",1209.54534789879,1209.54534789879,0.292899074523053,"FishLife",37.8940986924296,"FishLife"
"123",64,"Simenchelys parasiticus","Synaphobranchidae","Simenchelys","Simenchelys parasitica","S","Simenchelys parasitica",8,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.68,"spe","FroesePauly2018","eel-like","pointed",NA,"","",1.29727859674372,"fam","FishLife","non-guarder","FroesePauly2018",3.94918076438403,"","FishLife",47257.0212016146,"fam-ocean","FishLife",64.198280774995,0.210726023892281,"fam","FishLife",46,"spe-ocean","FroesePauly2018",NA,"","",10.2651574826363,"FishLife",1209.54534789879,1209.54534789879,0.292899074523053,"FishLife",37.8940986924296,"FishLife"
"124",65,"Ophichthus cruentifer","Ophichthidae","Ophichthus","Ophichthus cruentifer","S","Ophichthus cruentifer",6,31,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.38085964973297,"genus","FishLife","eel-like","pointed",NA,"","",1.6,"spe","FroesePauly2018","non-guarder","inferred from family",3.82353634199326,"","FishLife",19033.2206506152,"gen","FishLife",66.0163474013064,0.201810721296393,"gen-ocean","FishLife",47,"spe","FroesePauly2018",NA,"","",7.81569285659256,"FishLife",1238.28566197823,1238.28566197823,0.31906796348155,"FishLife",30.6778107229672,"FishLife"
"125",65,"Ophichthus cruentifer","Ophichthidae","Ophichthus","Ophichthus cruentifer","S","Ophichthus cruentifer",7,21,"demersal","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.38085964973297,"genus","FishLife","eel-like","pointed",NA,"","",1.6,"spe","FroesePauly2018","non-guarder","inferred from family",3.82353634199326,"","FishLife",19033.2206506152,"gen","FishLife",66.0163474013064,0.201810721296393,"gen-ocean","FishLife",47,"spe","FroesePauly2018",NA,"","",7.81569285659256,"FishLife",1238.28566197823,1238.28566197823,0.31906796348155,"FishLife",30.6778107229672,"FishLife"
"126",66,"Hyporhamphus unifasciatus","Hemiramphidae","Hyporhamphus","Hyporhamphus unifasciatus","S","Hyporhamphus unifasciatus",7,21,"reef-associated","FroesePauly2018, OBIS2018","herbivorous","FroesePauly2018",2,"spe","FroesePauly2018","elongated","forked",2.07,"spe","FroesePauly2018",1.4767002973977,"fam","FishLife","non-guarder","FroesePauly2018",0.892682013083523,"fam","FishLife",1080.37283643385,"fam-ocean","FishLife",16.9458435036184,1.21016513260909,"gen-ocean","FishLife",30,"spe","FroesePauly2018",7,"gen","FroesePauly2018",22.7563882290032,"FishLife",26.4629624350541,26.4629624350541,1.2546505602662,"FishLife",9.56770534834312,"FishLife"
"127",66,"Hyporhamphus unifasciatus","Hemiramphidae","Hyporhamphus","Hyporhamphus unifasciatus","S","Hyporhamphus unifasciatus",8,21,"reef-associated","FroesePauly2018, OBIS2018","herbivorous","FroesePauly2018",2,"spe","FroesePauly2018","elongated","forked",2.07,"spe","FroesePauly2018",1.4767002973977,"fam","FishLife","non-guarder","FroesePauly2018",0.892682013083523,"fam","FishLife",1080.37283643385,"fam-ocean","FishLife",16.9458435036184,1.21016513260909,"gen-ocean","FishLife",30,"spe","FroesePauly2018",7,"gen","FroesePauly2018",22.7563882290032,"FishLife",26.4629624350541,26.4629624350541,1.2546505602662,"FishLife",9.56770534834312,"FishLife"
"128",67,"Nemichthys scolopaceus","Nemichthyidae","Nemichthys","Nemichthys scolopaceus","S","Nemichthys scolopaceus",6,21,"bathypelagic","FroesePauly2018, OBIS2018","planktivorous","FroesePauly2018",3.5,"spe","FroesePauly2018","eel-like","pointed",NA,"","",1.71590104623573,"","FishLife","non-guarder","FroesePauly2018",4.30316543062785,"","FishLife",71144.1168929506,"","FishLife",100,0.3,"spe-ocean","FroesePauly2018",146,"spe-FAO","FroesePauly2018",NA,"","",6.0374072558703,"FishLife",2339.77348121769,2339.77348121769,0.254081195321624,"FishLife",41.2049833751692,"FishLife"
"129",67,"Nemichthys scolopaceus","Nemichthyidae","Nemichthys","Nemichthys scolopaceus","S","Nemichthys scolopaceus",7,21,"bathypelagic","FroesePauly2018, OBIS2018","planktivorous","FroesePauly2018",3.5,"spe","FroesePauly2018","eel-like","pointed",NA,"","",1.71590104623573,"","FishLife","non-guarder","FroesePauly2018",4.30316543062785,"","FishLife",71144.1168929506,"","FishLife",100,0.3,"spe-ocean","FroesePauly2018",146,"spe-FAO","FroesePauly2018",NA,"","",6.0374072558703,"FishLife",2339.77348121769,2339.77348121769,0.254081195321624,"FishLife",41.2049833751692,"FishLife"
"130",67,"Nemichthys scolopaceus","Nemichthyidae","Nemichthys","Nemichthys scolopaceus","S","Nemichthys scolopaceus",8,21,"bathypelagic","FroesePauly2018, OBIS2018","planktivorous","FroesePauly2018",3.5,"spe","FroesePauly2018","eel-like","pointed",NA,"","",1.71590104623573,"","FishLife","non-guarder","FroesePauly2018",4.30316543062785,"","FishLife",71144.1168929506,"","FishLife",100,0.3,"spe-ocean","FroesePauly2018",146,"spe-LME","FroesePauly2018",NA,"","",6.0374072558703,"FishLife",2339.77348121769,2339.77348121769,0.254081195321624,"FishLife",41.2049833751692,"FishLife"
"131",68,"Ablennes hians","Belonidae","Ablennes","Ablennes hians","S","Ablennes hians",6,31,"reef-associated","FroesePauly2018, OBIS2018","piscivorous","FroesePauly2018",4.5,"spe","FroesePauly2018","elongated","lunate",1.98,"spe","FroesePauly2018",3.03177211641162,"fam","FishLife","non-guarder","FroesePauly2018",2.21781850838207,"fam","FishLife",44392.8664907212,"fam-ocean","FishLife",127,0.61,"spe-ocean","FroesePauly2018",100,"spe-ocean","FroesePauly2018",11,"fam","Heessen2015",25.608865919138,"FishLife",3961.96888165865,3961.96888165865,0.297102637019949,"FishLife",47.6147563931963,"FishLife"
"132",68,"Ablennes hians","Belonidae","Ablennes","Ablennes hians","S","Ablennes hians",7,21,"reef-associated","FroesePauly2018, OBIS2018","piscivorous","FroesePauly2018",4.5,"spe","FroesePauly2018","elongated","lunate",1.98,"spe","FroesePauly2018",3.03177211641162,"fam","FishLife","non-guarder","FroesePauly2018",2.21781850838207,"fam","FishLife",44392.8664907212,"fam-ocean","FishLife",127,0.61,"spe-ocean","FroesePauly2018",100,"spe-ocean","FroesePauly2018",11,"fam","Heessen2015",25.608865919138,"FishLife",3961.96888165865,3961.96888165865,0.297102637019949,"FishLife",47.6147563931963,"FishLife"
"133",69,"Merluccius albidus","Merlucciidae","Merluccius","Merluccius albidus","S","Merluccius albidus",6,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.43,"spe","FroesePauly2018","fusiform","truncate",1.6,"spe","FroesePauly2018",0.969406118569927,"gen","FishLife","non-guarder","FroesePauly2018",2.54897634133743,"gen-ocean","FishLife",264500,"spe-LME","FroesePauly2018",43,0.48,"spe-FAO","FroesePauly2018",68,"spe-LME","FroesePauly2018",16.3,"gen","FroesePauly2018",18.0877990464659,"FishLife",822.211349038201,822.211349038201,0.456352389629541,"FishLife",25.5503687505212,"FishLife"
"134",69,"Merluccius albidus","Merlucciidae","Merluccius","Merluccius albidus","S","Merluccius albidus",6,31,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.43,"spe","FroesePauly2018","fusiform","truncate",1.6,"spe","FroesePauly2018",0.969406118569927,"gen","FishLife","non-guarder","FroesePauly2018",2.54897634133743,"gen-ocean","FishLife",277250,"spe-ocean","FroesePauly2018",49,0.57,"spe-FAO","FroesePauly2018",68,"spe-LME","FroesePauly2018",16.3,"gen","FroesePauly2018",18.0877990464659,"FishLife",822.211349038201,822.211349038201,0.456352389629541,"FishLife",25.5503687505212,"FishLife"
"135",69,"Merluccius albidus","Merlucciidae","Merluccius","Merluccius albidus","S","Merluccius albidus",7,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.43,"spe","FroesePauly2018","fusiform","truncate",1.6,"spe","FroesePauly2018",0.969406118569927,"gen","FishLife","non-guarder","FroesePauly2018",2.54897634133743,"gen-ocean","FishLife",264500,"spe-LME","FroesePauly2018",43,0.48,"spe-LME","FroesePauly2018",68,"spe-LME","FroesePauly2018",16.3,"gen","FroesePauly2018",18.0877990464659,"FishLife",822.211349038201,822.211349038201,0.456352389629541,"FishLife",25.5503687505212,"FishLife"
"136",69,"Merluccius albidus","Merlucciidae","Merluccius","Merluccius albidus","S","Merluccius albidus",8,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.43,"spe","FroesePauly2018","fusiform","truncate",1.6,"spe","FroesePauly2018",0.969406118569927,"gen","FishLife","non-guarder","FroesePauly2018",2.54897634133743,"gen-ocean","FishLife",264500,"spe-LME","FroesePauly2018",43,0.48,"spe-FAO","FroesePauly2018",68,"spe-FAO","FroesePauly2018",16.3,"gen","FroesePauly2018",18.0877990464659,"FishLife",822.211349038201,822.211349038201,0.456352389629541,"FishLife",25.5503687505212,"FishLife"
"137",69,"Merluccius albidus","Merlucciidae","Merluccius","Merluccius albidus","S","Merluccius albidus",9,21,"bathydemersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",3.43,"spe","FroesePauly2018","fusiform","truncate",1.6,"spe","FroesePauly2018",0.969406118569927,"gen","FishLife","non-guarder","FroesePauly2018",2.54897634133743,"gen-ocean","FishLife",264500,"spe-LME","FroesePauly2018",43,0.48,"spe-FAO","FroesePauly2018",68,"spe-FAO","FroesePauly2018",16.3,"gen","FroesePauly2018",18.0877990464659,"FishLife",822.211349038201,822.211349038201,0.456352389629541,"FishLife",25.5503687505212,"FishLife"
"138",70,"Gadella imberbis","Moridae","Gadella","Gadella imberbis","S","Gadella imberbis",6,31,"benthopelagic","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.03,"spe","FroesePauly2018","elongated","rounded",0.68,"spe","FroesePauly2018",1.03077441452759,"fam","FishLife","non-guarder","inferred from family",3.36296180835681,"fam","FishLife",202069.142634831,"fam","FishLife",32.9720035330535,0.258969254479009,"fam-ocean","FishLife",23,"spe","FroesePauly2018",27.4,"fam","FroesePauly2018",13.6552815224118,"FishLife",254.912326551334,254.912326551334,0.53719674710895,"FishLife",19.1740149980161,"FishLife"
"139",70,"Gadella imberbis","Moridae","Gadella","Gadella imberbis","S","Gadella imberbis",7,21,"benthopelagic","FroesePauly2018, OBIS2018","benthivorous","FroesePauly2018",3.03,"spe","FroesePauly2018","elongated","rounded",0.68,"spe","FroesePauly2018",1.03077441452759,"fam","FishLife","non-guarder","inferred from family",3.36296180835681,"fam","FishLife",202069.142634831,"fam","FishLife",32.9720035330535,0.258969254479009,"fam-ocean","FishLife",23,"spe","FroesePauly2018",27.4,"fam","FroesePauly2018",13.6552815224118,"FishLife",254.912326551334,254.912326551334,0.53719674710895,"FishLife",19.1740149980161,"FishLife"
"140",72,"Merluccius bilinearis","Merlucciidae","Merluccius","Merluccius bilinearis","S","Merluccius bilinearis",6,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.49,"spe","FroesePauly2018","fusiform","truncate",0.91,"spe","FroesePauly2018",0.93,"spe","FroesePauly2018","non-guarder","FroesePauly2018",1.7,"spe-ocean","FroesePauly2019",438636.303913694,"gen-ocean","FishLife",57,0.3,"spe-FAO","FroesePauly2018",76,"spe","FroesePauly2018",12,"spe","FroesePauly2018",11.2930109289209,"FishLife",1405.57150253509,1405.57150253509,0.35001383876793,"FishLife",33.7441337235553,"FishLife"
"141",72,"Merluccius bilinearis","Merlucciidae","Merluccius","Merluccius bilinearis","S","Merluccius bilinearis",6,31,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.49,"spe","FroesePauly2018","fusiform","truncate",0.91,"spe","FroesePauly2018",0.93,"spe","FroesePauly2018","non-guarder","FroesePauly2018",1.7,"spe-ocean","FroesePauly2019",438636.303913694,"gen-LME","FishLife",57,0.3,"spe-ocean","FroesePauly2018",76,"spe","FroesePauly2018",12,"spe","FroesePauly2018",11.2930109289209,"FishLife",1405.57150253509,1405.57150253509,0.35001383876793,"FishLife",33.7441337235553,"FishLife"
"142",72,"Merluccius bilinearis","Merlucciidae","Merluccius","Merluccius bilinearis","S","Merluccius bilinearis",7,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.49,"spe","FroesePauly2018","fusiform","truncate",0.91,"spe","FroesePauly2018",0.93,"spe","FroesePauly2018","non-guarder","FroesePauly2018",1.7,"spe-ocean","FroesePauly2019",438636.303913694,"gen-LME","FishLife",55,0.31,"spe-LME","FroesePauly2018",76,"spe","FroesePauly2018",12,"spe","FroesePauly2018",11.2930109289209,"FishLife",1405.57150253509,1405.57150253509,0.35001383876793,"FishLife",33.7441337235553,"FishLife"
"143",72,"Merluccius bilinearis","Merlucciidae","Merluccius","Merluccius bilinearis","S","Merluccius bilinearis",8,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.49,"spe","FroesePauly2018","fusiform","truncate",0.91,"spe","FroesePauly2018",0.93,"spe","FroesePauly2018","non-guarder","FroesePauly2018",1.7,"spe-ocean","FroesePauly2019",438636.303913694,"gen-LME","FishLife",57,0.3,"spe-FAO","FroesePauly2018",76,"spe","FroesePauly2018",12,"spe","FroesePauly2018",11.2930109289209,"FishLife",1405.57150253509,1405.57150253509,0.35001383876793,"FishLife",33.7441337235553,"FishLife"
"144",72,"Merluccius bilinearis","Merlucciidae","Merluccius","Merluccius bilinearis","S","Merluccius bilinearis",9,21,"demersal","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.49,"spe","FroesePauly2018","fusiform","truncate",0.91,"spe","FroesePauly2018",0.93,"spe","FroesePauly2018","non-guarder","FroesePauly2018",1.7,"spe-ocean","FroesePauly2019",438636.303913694,"gen-LME","FishLife",62,0.28,"spe-LME","FroesePauly2018",76,"spe","FroesePauly2018",12,"spe","FroesePauly2018",11.2930109289209,"FishLife",1405.57150253509,1405.57150253509,0.35001383876793,"FishLife",33.7441337235553,"FishLife"
"145",73,"Gadus morhua","Gadidae","Gadus","Gadus morhua","S","Gadus morhua",7,21,"benthopelagic","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.09,"spe","FroesePauly2018","fusiform","truncate",1.3,"spe","FroesePauly2018",1.52,"spe","FroesePauly2018","non-guarder","FroesePauly2018",5.1,"spe-ocean","FroesePauly2019",3772791,"spe-LME","FroesePauly2018",132,0.15,"spe-LME","FroesePauly2018",116,"spe-ocean","FroesePauly2018",25,"spe","FroesePauly2018",6.15036616083229,"FishLife",12771.7537717959,12771.7537717959,0.239600145661755,"FishLife",48.4777107372585,"FishLife"
"146",73,"Gadus morhua","Gadidae","Gadus","Gadus morhua","S","Gadus morhua",8,21,"benthopelagic","FroesePauly2018, OBIS2018","generalist","FroesePauly2018",4.09,"spe","FroesePauly2018","fusiform","truncate",1.3,"spe","FroesePauly2018",1.52,"spe","FroesePauly2018","non-guarder","FroesePauly2018",5.1,"spe-ocean","FroesePauly2019",3772791,"spe-LME","FroesePauly2018",91,0.13,"spe-LME","FroesePauly2018",116,"spe-ocean","FroesePauly2018",25,"spe","FroesePauly2018",6.15036616083229,"FishLife",12771.7537717959,12771.7537717959,0.239600145661755,"FishLife",48.4777107372585,"FishLife"
