svspp,cruise6,station,stratum,tow,svvessel,est_year,est_month,est_day,season,biomass_kg,abundance,haul_id,EPU,hex_id,five_year_period,hauls,spfgr
102,197602,244,1240,1,AL,1976,3,0,Spring,0.1,3,197602_244,GOM,280,1975,47,3
102,197602,245,1230,4,AL,1976,3,0,Spring,0.4,1,197602_245,GB,290,1975,38,3
102,197602,262,1160,6,AL,1976,4,0,Spring,0.2,1,197602_262,GB,395,1975,25,3
102,197602,269,1160,9,AL,1976,4,0,Spring,1,3,197602_269,GB,406,1975,28,3
102,197602,270,1160,5,AL,1976,4,0,Spring,8,7,197602_270,GB,406,1975,28,3
102,197602,286,1220,1,AL,1976,4,0,Spring,1e-04,1,197602_286,GOM,354,1975,37,3
102,197602,288,1200,2,AL,1976,4,0,Spring,0.1,1,197602_288,GB,354,1975,37,3
102,197602,290,1200,5,AL,1976,4,0,Spring,0.9,1,197602_290,GB,333,1975,47,3
102,197602,292,1210,2,AL,1976,4,0,Spring,0.1,2,197602_292,GB,333,1975,47,3
102,197602,296,1230,2,AL,1976,4,0,Spring,1.4,1,197602_296,GB,322,1975,40,3
102,197602,297,1230,3,AL,1976,4,0,Spring,1.5,5,197602_297,GB,322,1975,40,3
102,197602,298,1230,1,AL,1976,4,0,Spring,2,8,197602_298,GB,301,1975,32,3
102,197602,299,1240,3,AL,1976,4,0,Spring,2.4,19,197602_299,GOM,312,1975,24,3
102,197602,300,1290,5,AL,1976,4,0,Spring,2.4,7,197602_300,GOM,333,1975,47,3
102,197602,301,1240,4,AL,1976,4,0,Spring,3.4,10,197602_301,GOM,312,1975,24,3
102,197602,302,1240,5,AL,1976,4,0,Spring,3,12,197602_302,GOM,291,1975,25,3
102,197602,303,1280,2,AL,1976,4,0,Spring,4.8,15,197602_303,GOM,302,1975,20,3
102,197602,304,1280,4,AL,1976,4,0,Spring,3.1,13,197602_304,GOM,302,1975,20,3
102,197602,305,1280,1,AL,1976,4,0,Spring,11.2,19,197602_305,GOM,281,1975,27,3
102,197602,306,1280,3,AL,1976,4,0,Spring,4.3,6,197602_306,GOM,281,1975,27,3
102,197602,307,1280,5,AL,1976,4,0,Spring,8.2,14,197602_307,GOM,260,1975,48,3
102,197602,308,1280,7,AL,1976,4,0,Spring,7.7,15,197602_308,GOM,260,1975,48,3
102,197602,309,1260,6,AL,1976,4,0,Spring,6.4,13,197602_309,GOM,260,1975,48,3
102,197602,310,1260,3,AL,1976,4,0,Spring,0.3,1,197602_310,GOM,239,1975,65,3
102,197602,313,1260,11,AL,1976,4,0,Spring,7.2,9,197602_313,GOM,260,1975,48,3
102,197602,314,1260,5,AL,1976,4,0,Spring,1,3,197602_314,GOM,239,1975,65,3
102,197602,315,1260,8,AL,1976,4,0,Spring,48,266,197602_315,GOM,239,1975,65,3
102,197602,316,1260,9,AL,1976,4,0,Spring,27.5,204,197602_316,GOM,239,1975,65,3
102,197602,318,1260,10,AL,1976,4,0,Spring,1,3,197602_318,GOM,250,1975,52,3
102,197602,319,1260,12,AL,1976,4,0,Spring,1.1,3,197602_319,GOM,250,1975,52,3
102,197602,320,1270,2,AL,1976,4,0,Spring,12.1,26,197602_320,GOM,250,1975,52,3
102,197602,321,1270,1,AL,1976,4,0,Spring,24,32,197602_321,GOM,250,1975,52,3
102,197602,322,1280,6,AL,1976,4,0,Spring,8.1,23,197602_322,GOM,271,1975,20,3
102,197602,323,1270,3,AL,1976,4,0,Spring,12.2,84,197602_323,GOM,250,1975,52,3
102,197602,324,1260,1,AL,1976,4,0,Spring,10,36,197602_324,GOM,239,1975,65,3
102,197602,325,1260,4,AL,1976,4,0,Spring,14.8,97,197602_325,GOM,239,1975,65,3
102,197602,327,1370,5,AL,1976,4,0,Spring,4,15,197602_327,GOM,292,1975,21,3
102,197602,328,1370,2,AL,1976,4,0,Spring,2.1,9,197602_328,GOM,292,1975,21,3
102,197602,329,1370,4,AL,1976,4,0,Spring,7.2,28,197602_329,GOM,313,1975,23,3
102,197602,330,1370,1,AL,1976,4,0,Spring,2.5,12,197602_330,GOM,313,1975,23,3
102,197602,331,1360,9,AL,1976,4,0,Spring,7,20,197602_331,GOM,334,1975,23,3
102,197602,335,1290,2,AL,1976,4,0,Spring,0.7,1,197602_335,GOM,365,1975,30,3
102,197602,390,1360,7,AL,1976,4,0,Spring,1.6,3,197602_390,SS,377,1975,16,3
102,197602,391,1340,2,AL,1976,4,0,Spring,0.1,1,197602_391,SS,377,1975,16,3
102,197602,399,1390,1,AL,1976,4,29,Spring,26,103,197602_399,SS,357,1975,9,3
102,197602,400,1390,4,AL,1976,4,0,Spring,39,86,197602_400,SS,346,1975,25,3
102,197602,401,1380,2,AL,1976,4,0,Spring,2.8,10,197602_401,SS,346,1975,25,3
102,197602,404,1360,5,AL,1976,4,0,Spring,0.3,1,197602_404,GOM,367,1975,23,3
102,197602,405,1360,8,AL,1976,4,0,Spring,0.2,1,197602_405,GOM,356,1975,16,3
102,197602,407,1360,4,AL,1976,4,0,Spring,1.1,1,197602_407,GOM,345,1975,12,3
102,197602,408,1360,1,AL,1976,4,0,Spring,0.9,1,197602_408,GOM,335,1975,21,3
102,197602,409,1380,6,AL,1976,4,0,Spring,2,5,197602_409,GOM,335,1975,21,3
102,197602,416,1260,7,AL,1976,5,0,Spring,42,480,197602_416,GOM,239,1975,65,3
102,197602,421,1400,1,AL,1976,5,0,Spring,13.5,82,197602_421,GOM,229,1975,13,3
102,197602,422,1400,2,AL,1976,5,0,Spring,5.3,75,197602_422,GOM,240,1975,23,3
102,197602,423,1380,3,AL,1976,5,0,Spring,4.1,18,197602_423,GOM,261,1975,28,3
102,197602,424,1380,7,AL,1976,5,0,Spring,24.5,76,197602_424,GOM,282,1975,21,3
102,197602,425,1400,3,AL,1976,5,0,Spring,2.6,4,197602_425,GOM,293,1975,20,3
102,197602,426,1380,5,AL,1976,5,0,Spring,11,27,197602_426,GOM,293,1975,20,3
102,197602,427,1380,1,AL,1976,5,0,Spring,5.5,12,197602_427,GOM,314,1975,23,3
102,197602,428,1390,3,AL,1976,5,0,Spring,7.5,10,197602_428,GOM,314,1975,23,3
102,197602,429,1390,2,AL,1976,5,0,Spring,11,32,197602_429,GOM,325,1975,25,3
102,197602,430,1380,4,AL,1976,5,0,Spring,7,13,197602_430,GOM,303,1975,25,3
102,197602,431,1370,3,AL,1976,5,0,Spring,7.1,17,197602_431,GOM,282,1975,21,3
102,197609,235,1240,3,AL,1976,10,0,Fall,8.2,46,197609_235,GOM,301,1975,32,3
102,197609,236,1230,3,AL,1976,10,0,Fall,13.5,29,197609_236,GB,301,1975,32,3
102,197609,237,1230,1,AL,1976,10,0,Fall,0.2,1,197609_237,GB,301,1975,32,3
102,197609,272,1220,1,AL,1976,10,0,Fall,1,2,197609_272,GOM,344,1975,20,3
102,197609,274,1240,2,AL,1976,10,0,Fall,1.4,1,197609_274,GOM,323,1975,21,3
102,197609,275,1220,2,AL,1976,10,0,Fall,18,37,197609_275,GOM,333,1975,47,3
102,197609,276,1210,2,AL,1976,10,0,Fall,0.4,1,197609_276,GOM,333,1975,47,3
102,197609,279,1240,4,AL,1976,11,0,Fall,2.5,2,197609_279,GOM,291,1975,25,3
102,197609,280,1230,5,AL,1976,11,0,Fall,1.5,3,197609_280,GOM,270,1975,35,3
102,197609,282,1240,1,AL,1976,11,0,Fall,2.7,5,197609_282,GOM,270,1975,35,3
102,197609,283,1240,5,AL,1976,11,0,Fall,4,4,197609_283,GOM,291,1975,25,3
102,197609,292,1260,5,AL,1976,11,0,Fall,60,448,197609_292,GOM,239,1975,65,3
102,197609,293,1260,1,AL,1976,11,0,Fall,38,228,197609_293,GOM,239,1975,65,3
102,197609,295,1260,4,AL,1976,11,0,Fall,0.4,1,197609_295,GOM,239,1975,65,3
102,197609,297,1280,1,AL,1976,11,0,Fall,11.5,42,197609_297,GOM,250,1975,52,3
102,197609,298,1270,3,AL,1976,11,0,Fall,0.6,6,197609_298,GOM,250,1975,52,3
102,197609,299,1270,2,AL,1976,11,0,Fall,1.6,19,197609_299,GOM,250,1975,52,3
102,197609,300,1270,4,AL,1976,11,0,Fall,3.9,26,197609_300,GOM,240,1975,23,3
102,197609,301,1270,1,AL,1976,11,0,Fall,2.9,38,197609_301,GOM,240,1975,23,3
102,197609,303,1400,2,AL,1976,11,0,Fall,7,27,197609_303,GOM,240,1975,23,3
102,197609,321,1180,1,AL,1976,11,0,Fall,0.2,3,197609_321,GB,384,1975,15,3
102,197609,322,1180,2,AL,1976,11,0,Fall,0.5,1,197609_322,SS,438,1975,17,3
102,197609,326,1300,2,AL,1976,11,0,Fall,0.1,1,197609_326,SS,365,1975,30,3
102,197609,328,1290,2,AL,1976,11,0,Fall,0.6,2,197609_328,GOM,344,1975,20,3
102,197609,329,1360,3,AL,1976,11,0,Fall,5.6,16,197609_329,GOM,334,1975,23,3
102,197609,330,1360,6,AL,1976,11,0,Fall,0.7,1,197609_330,GOM,345,1975,12,3
102,197609,331,1360,1,AL,1976,11,0,Fall,1.5,2,197609_331,GOM,345,1975,12,3
102,197609,333,1290,3,AL,1976,11,0,Fall,0.8,1,197609_333,GOM,355,1975,13,3
102,197609,340,1290,1,AL,1976,11,0,Fall,3.8,7,197609_340,SS,428,1975,5,3
102,197609,351,1340,1,AL,1976,11,0,Fall,4.2,9,197609_351,SS,387,1975,21,3
102,197609,352,1340,3,AL,1976,11,0,Fall,3.5,10,197609_352,SS,398,1975,11,3
102,197609,357,1340,6,AL,1976,11,0,Fall,0.1,1,197609_357,SS,377,1975,16,3
102,197609,358,1340,5,AL,1976,11,0,Fall,0.1,1,197609_358,SS,377,1975,16,3
102,197609,359,1360,5,AL,1976,11,0,Fall,2,3,197609_359,GOM,356,1975,16,3
102,197609,360,1360,4,AL,1976,11,0,Fall,0.3,1,197609_360,GOM,356,1975,16,3
102,197609,364,1390,3,AL,1976,11,0,Fall,5.9,24,197609_364,SS,346,1975,25,3
102,197609,365,1360,7,AL,1976,11,0,Fall,0.4,2,197609_365,GOM,367,1975,23,3
102,197609,366,1390,1,AL,1976,11,0,Fall,0.8,8,197609_366,SS,346,1975,25,3
102,197609,367,1390,4,AL,1976,11,0,Fall,4.1,19,197609_367,GOM,325,1975,25,3
102,197609,368,1390,2,AL,1976,11,0,Fall,3.1,11,197609_368,GOM,314,1975,23,3
102,197609,369,1380,4,AL,1976,11,0,Fall,2.8,8,197609_369,GOM,314,1975,23,3
102,197609,370,1380,3,AL,1976,11,0,Fall,4.2,10,197609_370,GOM,314,1975,23,3
102,197609,371,1380,1,AL,1976,11,0,Fall,3.9,19,197609_371,GOM,293,1975,20,3
102,197609,372,1400,1,AL,1976,11,0,Fall,12,50,197609_372,GOM,272,1975,20,3
102,197609,373,1380,2,AL,1976,11,0,Fall,16.9,46,197609_373,GOM,272,1975,20,3
102,197609,375,1380,5,AL,1976,11,0,Fall,5.5,27,197609_375,GOM,272,1975,20,3
102,197609,376,1370,3,AL,1976,11,0,Fall,7,22,197609_376,GOM,282,1975,21,3
102,197609,377,1370,6,AL,1976,11,0,Fall,3.2,5,197609_377,GOM,292,1975,21,3
102,197609,378,1370,5,AL,1976,11,0,Fall,10.3,17,197609_378,GOM,303,1975,25,3
102,197609,379,1370,4,AL,1976,11,0,Fall,12.5,19,197609_379,GOM,303,1975,25,3
102,197609,380,1370,1,AL,1976,11,0,Fall,3.1,8,197609_380,GOM,324,1975,8,3
102,197609,381,1370,2,AL,1976,11,0,Fall,1.7,20,197609_381,GOM,313,1975,23,3
102,197609,382,1280,5,AL,1976,11,0,Fall,15,28,197609_382,GOM,292,1975,21,3
102,197609,383,1280,4,AL,1976,11,0,Fall,14,17,197609_383,GOM,281,1975,27,3
102,197609,384,1280,2,AL,1976,11,0,Fall,1.5,7,197609_384,GOM,281,1975,27,3
102,197609,385,1280,3,AL,1976,11,0,Fall,12.5,17,197609_385,GOM,281,1975,27,3
102,197609,386,1280,6,AL,1976,11,0,Fall,7.7,18,197609_386,GOM,281,1975,27,3
102,197609,387,1260,6,AL,1976,11,0,Fall,0.6,1,197609_387,GOM,260,1975,48,3
102,197609,388,1260,7,AL,1976,11,0,Fall,0.1,1,197609_388,GOM,239,1975,65,3
102,197609,400,1260,9,AL,1976,11,0,Fall,15,79,197609_400,GOM,239,1975,65,3
102,197702,245,1100,5,AL,1977,4,0,Spring,1.3,1,197702_245,GB,300,1975,25,3
102,197702,265,1190,6,AL,1977,4,0,Spring,1.5,1,197702_265,GB,353,1975,31,3
102,197702,266,1190,9,AL,1977,4,0,Spring,0.3,1,197702_266,GB,353,1975,31,3
102,197702,268,1190,1,AL,1977,4,0,Spring,6.9,2,197702_268,GB,364,1975,29,3
102,197702,284,1190,3,AL,1977,4,0,Spring,0.3,1,197702_284,GB,364,1975,29,3
102,197702,285,1190,8,AL,1977,4,0,Spring,0.6,1,197702_285,GB,354,1975,37,3
102,197702,288,1290,4,AL,1977,4,0,Spring,9.5,15,197702_288,GOM,323,1975,21,3
102,197702,293,1210,4,AL,1977,4,0,Spring,1.1,2,197702_293,GB,386,1975,29,3
102,197702,297,1160,4,AL,1977,4,0,Spring,1.2,1,197702_297,GB,385,1975,31,3
102,197702,298,1190,7,AL,1977,4,0,Spring,2.3,2,197702_298,GB,375,1975,36,3
102,197702,301,1210,1,AL,1977,4,0,Spring,0.5,2,197702_301,GB,396,1975,38,3
102,197702,302,1220,1,AL,1977,4,0,Spring,0.4,1,197702_302,SS,407,1975,22,3
102,197702,308,1160,7,AL,1977,4,0,Spring,1e-04,1,197702_308,GB,417,1975,41,3
102,197702,310,1170,4,AL,1977,4,0,Spring,1,1,197702_310,GB,427,1975,13,3
102,197702,322,1220,3,AL,1977,4,0,Spring,8.2,12,197702_322,GOM,333,1975,47,3
102,197702,324,1190,4,AL,1977,4,0,Spring,2.9,4,197702_324,GB,332,1975,26,3
102,197702,329,1230,5,AL,1977,4,0,Spring,1,27,197702_329,GB,280,1975,47,3
102,197702,330,1250,1,AL,1977,4,0,Spring,1e-04,3,197702_330,GB,280,1975,47,3
102,197702,332,1240,3,AL,1977,5,0,Spring,5.5,34,197702_332,GB,301,1975,32,3
102,197702,333,1230,2,AL,1977,5,0,Spring,2,4,197702_333,GB,290,1975,38,3
102,197702,335,1200,2,AL,1977,5,0,Spring,0.5,2,197702_335,GB,322,1975,40,3
102,197702,336,1230,4,AL,1977,5,0,Spring,3,6,197702_336,GB,322,1975,40,3
102,197702,337,1240,7,AL,1977,5,0,Spring,4,15,197702_337,GOM,312,1975,24,3
102,197702,338,1240,6,AL,1977,5,0,Spring,1,16,197702_338,GOM,312,1975,24,3
102,197702,339,1240,5,AL,1977,5,0,Spring,3.5,17,197702_339,GOM,312,1975,24,3
102,197702,340,1240,2,AL,1977,5,0,Spring,8.5,25,197702_340,GOM,302,1975,20,3
102,197702,341,1240,1,AL,1977,5,0,Spring,13,32,197702_341,GOM,291,1975,25,3
102,197702,342,1240,4,AL,1977,5,0,Spring,2.5,7,197702_342,GOM,270,1975,35,3
102,197702,343,1280,7,AL,1977,5,0,Spring,18.5,53,197702_343,GOM,270,1975,35,3
102,197702,344,1280,9,AL,1977,5,0,Spring,19,59,197702_344,GOM,281,1975,27,3
102,197702,345,1280,3,AL,1977,5,0,Spring,5.5,17,197702_345,GOM,281,1975,27,3
102,197702,347,1280,8,AL,1977,5,0,Spring,6,42,197702_347,GOM,313,1975,23,3
102,197702,349,1290,8,AL,1977,5,0,Spring,0.5,2,197702_349,GOM,344,1975,20,3
102,197702,350,1290,7,AL,1977,5,0,Spring,3,17,197702_350,GOM,334,1975,23,3
102,197702,351,1360,5,AL,1977,5,0,Spring,1,3,197702_351,GOM,334,1975,23,3
102,197702,353,1360,8,AL,1977,5,0,Spring,0.8,3,197702_353,GOM,345,1975,12,3
102,197702,354,1360,6,AL,1977,5,0,Spring,0.1,1,197702_354,GOM,355,1975,13,3
102,197702,376,1340,2,AL,1977,5,0,Spring,0.8,5,197702_376,SS,387,1975,21,3
102,197702,378,1360,9,AL,1977,5,0,Spring,0.8,1,197702_378,SS,387,1975,21,3
102,197702,380,1360,4,AL,1977,5,0,Spring,1,2,197702_380,GOM,356,1975,16,3
102,197702,381,1340,5,AL,1977,5,0,Spring,0.6,3,197702_381,SS,377,1975,16,3
102,197702,382,1340,6,AL,1977,5,0,Spring,0.2,2,197702_382,SS,398,1975,11,3
102,197702,385,1340,1,AL,1977,5,0,Spring,3,7,197702_385,SS,398,1975,11,3
102,197702,395,1340,4,AL,1977,5,0,Spring,0.7,2,197702_395,GOM,367,1975,23,3
102,197702,396,1340,3,AL,1977,5,0,Spring,3,6,197702_396,GOM,367,1975,23,3
102,197702,397,1380,7,AL,1977,5,0,Spring,0.1,1,197702_397,SS,367,1975,23,3
102,197702,398,1390,5,AL,1977,5,0,Spring,16,36,197702_398,SS,357,1975,9,3
102,197702,399,1390,2,AL,1977,5,0,Spring,226,60,197702_399,SS,346,1975,25,3
102,197702,402,1360,3,AL,1977,5,0,Spring,4.2,9,197702_402,GOM,356,1975,16,3
102,197702,403,1360,7,AL,1977,5,0,Spring,1.6,5,197702_403,GOM,335,1975,21,3
102,197702,405,1360,1,AL,1977,5,0,Spring,1e-04,1,197702_405,GOM,324,1975,8,3
102,197702,406,1380,6,AL,1977,5,0,Spring,3,10,197702_406,GOM,314,1975,23,3
102,197702,407,1390,1,AL,1977,5,0,Spring,5,23,197702_407,GOM,325,1975,25,3
102,197702,408,1380,2,AL,1977,5,0,Spring,2.7,7,197702_408,GOM,325,1975,25,3
102,197702,409,1390,4,AL,1977,5,0,Spring,26.5,58,197702_409,GOM,325,1975,25,3
102,197702,410,1390,3,AL,1977,5,0,Spring,22.5,49,197702_410,GOM,293,1975,20,3
102,197702,411,1400,3,AL,1977,5,0,Spring,10.8,29,197702_411,GOM,272,1975,20,3
102,197702,412,1400,2,AL,1977,5,0,Spring,7.7,21,197702_412,GOM,272,1975,20,3
102,197702,414,1380,1,AL,1977,5,0,Spring,6.3,20,197702_414,GOM,272,1975,20,3
102,197702,416,1380,4,AL,1977,5,0,Spring,12.4,27,197702_416,GOM,282,1975,21,3
102,197702,417,1380,5,AL,1977,5,0,Spring,26.5,61,197702_417,GOM,293,1975,20,3
102,197702,418,1380,3,AL,1977,5,0,Spring,21.1,59,197702_418,GOM,303,1975,25,3
102,197702,419,1370,3,AL,1977,5,0,Spring,12.2,45,197702_419,GOM,303,1975,25,3
102,197702,420,1370,4,AL,1977,5,0,Spring,11,35,197702_420,GOM,303,1975,25,3
102,197702,421,1370,2,AL,1977,5,0,Spring,13.2,39,197702_421,GOM,292,1975,21,3
102,197702,422,1370,1,AL,1977,5,0,Spring,6.5,15,197702_422,GOM,282,1975,21,3
102,197702,423,1370,5,AL,1977,5,0,Spring,2,7,197702_423,GOM,282,1975,21,3
102,197702,424,1280,6,AL,1977,5,0,Spring,11.5,38,197702_424,GOM,261,1975,28,3
102,197702,425,1270,4,AL,1977,5,0,Spring,9.1,17,197702_425,GOM,261,1975,28,3
102,197702,426,1270,2,AL,1977,5,0,Spring,30,140,197702_426,GOM,240,1975,23,3
102,197702,427,1270,1,AL,1977,5,0,Spring,14.5,75,197702_427,GOM,250,1975,52,3
102,197702,428,1260,2,AL,1977,5,0,Spring,2.6,15,197702_428,GOM,250,1975,52,3
102,197702,430,1280,4,AL,1977,5,0,Spring,9.5,22,197702_430,GOM,271,1975,20,3
102,197702,431,1280,2,AL,1977,5,0,Spring,3,6,197702_431,GOM,271,1975,20,3
102,197702,432,1280,5,AL,1977,5,0,Spring,5,25,197702_432,GOM,260,1975,48,3
102,197702,441,1260,11,AL,1977,5,0,Spring,27.5,202,197702_441,GOM,239,1975,65,3
102,197702,442,1260,10,AL,1977,5,0,Spring,53,368,197702_442,GOM,239,1975,65,3
102,197702,443,1260,3,AL,1977,5,0,Spring,35,399,197702_443,GOM,239,1975,65,3
102,197702,448,1260,4,AL,1977,5,0,Spring,43,313,197702_448,GOM,239,1975,65,3
102,197702,449,1260,7,AL,1977,5,0,Spring,32.5,137,197702_449,GOM,239,1975,65,3
102,197702,450,1260,13,AL,1977,5,0,Spring,1.5,5,197702_450,GOM,239,1975,65,3
102,197702,451,1260,6,AL,1977,5,0,Spring,0.8,3,197702_451,GOM,239,1975,65,3
102,197702,452,1260,8,AL,1977,5,0,Spring,1.4,2,197702_452,GOM,250,1975,52,3
102,197702,454,1260,9,AL,1977,5,0,Spring,10,40,197702_454,GOM,250,1975,52,3
102,197702,455,1270,3,AL,1977,5,0,Spring,1.5,5,197702_455,GOM,250,1975,52,3
102,197702,456,1260,12,AL,1977,5,0,Spring,2.1,5,197702_456,GOM,260,1975,48,3
102,197702,457,1260,14,AL,1977,5,0,Spring,6.5,5,197702_457,GOM,260,1975,48,3
102,197702,458,1260,1,AL,1977,5,0,Spring,2.7,4,197702_458,GOM,260,1975,48,3
102,197702,459,1280,1,AL,1977,5,0,Spring,10,25,197702_459,GOM,270,1975,35,3
102,197712,215,1240,7,DE,1977,10,0,Fall,12.42,20,197712_215,GOM,291,1975,25,3
102,197712,216,1280,2,DE,1977,10,0,Fall,20.7,35,197712_216,GOM,291,1975,25,3
102,197712,217,1280,3,DE,1977,10,0,Fall,14.145,31,197712_217,GOM,270,1975,35,3
102,197712,222,1240,5,DE,1977,10,0,Fall,4.554,16,197712_222,GB,301,1975,32,3
102,197712,223,1230,8,DE,1977,10,0,Fall,8.97,46,197712_223,GB,301,1975,32,3
102,197712,224,1240,4,DE,1977,10,0,Fall,10.005,58,197712_224,GOM,301,1975,32,3
102,197712,225,1230,4,DE,1977,10,0,Fall,1.725,4,197712_225,GB,322,1975,40,3
102,197712,248,1160,10,DE,1977,10,0,Fall,0.207,1,197712_248,GB,385,1975,31,3
102,197712,273,1220,3,DE,1977,10,0,Fall,0.552,2,197712_273,SS,407,1975,22,3
102,197712,274,1290,6,DE,1977,10,0,Fall,0.276,1,197712_274,SS,407,1975,22,3
102,197712,288,1220,1,DE,1977,11,0,Fall,23.46,41,197712_288,GB,333,1975,47,3
102,197712,289,1290,2,DE,1977,11,0,Fall,1.449,1,197712_289,GOM,344,1975,20,3
102,197712,339,1220,2,DE,1977,11,0,Fall,18.63,22,197712_339,GOM,333,1975,47,3
102,197712,340,1210,5,DE,1977,11,0,Fall,2.553,8,197712_340,GB,333,1975,47,3
102,197712,341,1240,6,DE,1977,11,0,Fall,12.075,47,197712_341,GOM,312,1975,24,3
102,197712,342,1240,1,DE,1977,11,0,Fall,3.795,16,197712_342,GOM,302,1975,20,3
102,197712,344,1230,2,DE,1977,11,0,Fall,0.138,1,197712_344,GOM,270,1975,35,3
102,197712,347,1230,6,DE,1977,11,0,Fall,2.829,22,197712_347,GOM,270,1975,35,3
102,197712,351,1260,4,DE,1977,11,0,Fall,10.005,123,197712_351,GOM,249,1975,5,3
102,197712,355,1260,2,DE,1977,11,0,Fall,31.74,231,197712_355,GOM,239,1975,65,3
102,197712,356,1260,6,DE,1977,11,0,Fall,5.865,55,197712_356,GOM,239,1975,65,3
102,197712,359,1260,5,DE,1977,11,0,Fall,7.935,62,197712_359,GOM,239,1975,65,3
102,197712,360,1270,9,DE,1977,11,0,Fall,7.245,31,197712_360,GOM,270,1975,35,3
102,197712,361,1280,1,DE,1977,11,0,Fall,6.693,21,197712_361,GOM,260,1975,48,3
102,197712,362,1280,6,DE,1977,11,0,Fall,10.695,37,197712_362,GOM,302,1975,20,3
102,197712,363,1240,2,DE,1977,11,0,Fall,8.625,21,197712_363,GOM,323,1975,21,3
102,197712,364,1240,3,DE,1977,11,0,Fall,2.415,9,197712_364,GOM,323,1975,21,3
102,197712,365,1290,1,DE,1977,11,0,Fall,8.97,18,197712_365,GOM,323,1975,21,3
102,197712,366,1290,3,DE,1977,11,0,Fall,0.828,6,197712_366,GOM,334,1975,23,3
102,197712,367,1370,4,DE,1977,11,0,Fall,0.138,1,197712_367,GOM,313,1975,23,3
102,197712,368,1370,1,DE,1977,11,0,Fall,14.697,48,197712_368,GOM,313,1975,23,3
102,197712,369,1370,5,DE,1977,11,0,Fall,6.21,17,197712_369,GOM,313,1975,23,3
102,197712,371,1360,4,DE,1977,11,0,Fall,1.242,1,197712_371,GOM,334,1975,23,3
102,197712,372,1360,1,DE,1977,11,0,Fall,0.345,1,197712_372,GOM,345,1975,12,3
102,197712,373,1360,8,DE,1977,11,0,Fall,4.692,6,197712_373,GOM,335,1975,21,3
102,197712,374,1360,6,DE,1977,11,0,Fall,6.9,7,197712_374,GOM,345,1975,12,3
102,197712,379,1340,3,DE,1977,11,0,Fall,0.069,1,197712_379,SS,387,1975,21,3
102,197712,381,1340,4,DE,1977,11,0,Fall,0.483,2,197712_381,SS,398,1975,11,3
102,197712,382,1360,3,DE,1977,12,0,Fall,0.414,2,197712_382,SS,377,1975,16,3
102,197712,383,1360,2,DE,1977,12,0,Fall,1.587,2,197712_383,GOM,356,1975,16,3
102,197712,384,1360,9,DE,1977,12,0,Fall,0.69,1,197712_384,GOM,346,1975,25,3
102,197712,385,1340,1,DE,1977,12,0,Fall,7.935,29,197712_385,GOM,367,1975,23,3
102,197712,391,1390,4,DE,1977,12,0,Fall,4.002,25,197712_391,SS,357,1975,9,3
102,197712,392,1390,1,DE,1977,12,0,Fall,2.622,16,197712_392,SS,346,1975,25,3
102,197712,393,1380,8,DE,1977,12,0,Fall,0.69,4,197712_393,GOM,346,1975,25,3
102,197712,394,1390,2,DE,1977,12,0,Fall,0.138,2,197712_394,SS,325,1975,25,3
102,197712,396,1390,3,DE,1977,12,0,Fall,0.69,5,197712_396,GOM,325,1975,25,3
102,197712,397,1380,4,DE,1977,12,0,Fall,3.45,15,197712_397,GOM,325,1975,25,3
102,197712,398,1380,5,DE,1977,12,0,Fall,4.692,13,197712_398,GOM,335,1975,21,3
102,197712,399,1380,7,DE,1977,12,0,Fall,4.278,13,197712_399,GOM,314,1975,23,3
102,197712,400,1380,2,DE,1977,12,0,Fall,5.865,20,197712_400,GOM,293,1975,20,3
102,197712,401,1380,6,DE,1977,12,0,Fall,14.283,30,197712_401,GOM,293,1975,20,3
102,197712,402,1380,3,DE,1977,12,0,Fall,8.97,24,197712_402,GOM,272,1975,20,3
102,197712,403,1400,3,DE,1977,12,0,Fall,6.555,39,197712_403,GOM,272,1975,20,3
102,197712,404,1400,1,DE,1977,12,0,Fall,7.935,48,197712_404,GOM,261,1975,28,3
102,197712,405,1400,2,DE,1977,12,0,Fall,8.28,112,197712_405,GOM,251,1975,5,3
102,197712,406,1270,5,DE,1977,12,0,Fall,10.35,64,197712_406,GOM,240,1975,23,3
102,197712,407,1270,7,DE,1977,12,0,Fall,12.765,45,197712_407,GOM,250,1975,52,3
102,197712,408,1270,6,DE,1977,12,0,Fall,12.765,76,197712_408,GOM,261,1975,28,3
102,197712,409,1270,2,DE,1977,12,0,Fall,14.835,61,197712_409,GOM,261,1975,28,3
102,197712,410,1380,1,DE,1977,12,0,Fall,19.389,54,197712_410,GOM,261,1975,28,3
102,197712,411,1370,2,DE,1977,12,0,Fall,7.59,11,197712_411,GOM,282,1975,21,3
102,197712,412,1370,3,DE,1977,12,0,Fall,5.52,11,197712_412,GOM,282,1975,21,3
102,197712,413,1280,5,DE,1977,12,0,Fall,6.141,20,197712_413,GOM,271,1975,20,3
102,197712,414,1280,4,DE,1977,12,0,Fall,2.967,7,197712_414,GOM,271,1975,20,3
102,197712,415,1270,8,DE,1977,12,0,Fall,3.243,8,197712_415,GOM,250,1975,52,3
102,197712,416,1260,7,DE,1977,12,0,Fall,1.794,5,197712_416,GOM,250,1975,52,3
102,197712,417,1270,3,DE,1977,12,0,Fall,3.105,15,197712_417,GOM,260,1975,48,3
102,197712,418,1260,3,DE,1977,12,0,Fall,4.485,11,197712_418,GOM,239,1975,65,3
